Member,Order,SKU,Created On,Description,group
M31966,8359132,15668378,2/11/13 18:40,Other Vegetables,train
M31966,8359132,15669760,2/11/13 18:40,Whole Spices,train
M31966,8359132,34986125,2/11/13 18:40,Whole Spices,train
M31966,8359132,15669869,2/11/13 18:40,Moong Dal,train
M31966,8366438,15668451,7/11/13 17:05,Brinjals,train
M31966,8366438,15668467,7/11/13 17:05,Beans,train
M31966,8366438,15668378,7/11/13 17:05,Other Vegetables,train
M31966,8366438,15668688,7/11/13 17:05,Root Vegetables,train
M31966,8366438,15668381,7/11/13 17:05,Other Vegetables,train
M31966,8374613,15669825,12/11/13 8:39,Boiled Rice,train
M31966,8374613,15669838,12/11/13 8:39,Raw Rice,train
M31966,8374613,15668379,12/11/13 8:39,Other Vegetables,train
M31966,8374613,15668467,12/11/13 8:39,Beans,train
M31966,8374613,15669777,12/11/13 8:39,Urad Dal,train
M31966,8374613,15668457,12/11/13 8:39,Brinjals,train
M31966,8383658,15669818,17-11-2013 18:57,Whole Spices,train
M31966,8383658,15668379,17-11-2013 18:57,Other Vegetables,train
M31966,8383658,7689353,17-11-2013 18:57,Ground Coffee,train
M31966,8383658,15668416,17-11-2013 18:57,Banana,train
M31966,8383658,15669873,17-11-2013 18:57,Whole Spices,train
M31966,8383658,15668381,17-11-2013 18:57,Other Vegetables,train
M31966,8383658,7570762,17-11-2013 18:57,Shaving Blade & Razors,train
M31966,8383658,34987566,17-11-2013 18:57,Whole Spices,train
M31966,8383658,15669884,17-11-2013 18:57,Whole Spices,train
M31966,8383658,15668469,17-11-2013 18:57,Beans,train
M32039,6497801,34934493,13-09-2014 13:15,Chips,train
M32039,6497801,7613347,13-09-2014 13:15,Honey,train
M32039,6497801,7569802,13-09-2014 13:15,Namkeen,train
M32039,6497801,15670009,13-09-2014 13:15,Almonds,train
M32039,6497801,93073679,13-09-2014 13:15,Namkeen,train
M32039,7350873,93073679,18-10-2013 10:52,Namkeen,train
M32039,7350873,7569802,18-10-2013 10:52,Namkeen,train
M32039,7350873,15668378,18-10-2013 10:52,Other Vegetables,train
M32039,7350873,21408947,18-10-2013 10:52,Other Rice Products,train
M32039,7350873,15668460,18-10-2013 10:52,Gourd & Cucumber,train
M32039,7350873,7569799,18-10-2013 10:52,Namkeen,train
M32039,7350873,7572300,18-10-2013 10:52,Namkeen,train
M32039,7350873,7587665,18-10-2013 10:52,Organic Masalas & Spices,train
M32039,7350873,15669866,18-10-2013 10:52,Other Dals,train
M32039,7350873,7569798,18-10-2013 10:52,Namkeen,train
M32039,7360773,92380489,24-10-2013 22:57,Vermicelli,train
M32039,7360773,15669786,24-10-2013 22:57,Avalakki / Poha,train
M32039,7360773,92381796,24-10-2013 22:57,Honey,train
M32039,7360773,15669881,24-10-2013 22:57,Sooji & Rava,train
M32039,7360773,15669771,24-10-2013 22:57,Maida,train
M32039,7380607,15669786,27-09-2013 00:19,Avalakki / Poha,train
M32039,7380607,15669861,27-09-2013 00:19,Raw Peanuts,train
M32039,7380607,15668378,27-09-2013 00:19,Other Vegetables,train
M32039,7380607,15669799,27-09-2013 00:19,Raisins,train
M32039,7380607,7572300,27-09-2013 00:19,Namkeen,train
M32039,7380607,15669780,27-09-2013 00:19,Sugar,train
M32039,7380607,7572302,27-09-2013 00:19,Namkeen,train
M32039,7380607,93289486,27-09-2013 00:19,Phenyles & Acids,train
M32039,7380607,15668688,27-09-2013 00:19,Root Vegetables,train
M32039,7380607,92380489,27-09-2013 00:19,Vermicelli,train
M32039,7380607,7586497,27-09-2013 00:19,Namkeen,train
M32039,7380607,15668381,27-09-2013 00:19,Other Vegetables,train
M32039,7423942,21408947,14-09-2013 00:24,Other Rice Products,train
M32039,7423942,15669878,14-09-2013 00:24,Toor Dal,train
M32039,7423942,15668378,14-09-2013 00:24,Other Vegetables,train
M32039,7423942,15668688,14-09-2013 00:24,Root Vegetables,train
M32039,7423942,7573376,14-09-2013 00:24,Mango Juices,train
M32039,7423942,15669860,14-09-2013 00:24,Moong Dal,train
M32039,7423942,15669778,14-09-2013 00:24,Other Dals,train
M32039,7423942,15669864,14-09-2013 00:24,Other Dals,train
M32039,7423942,15669773,14-09-2013 00:24,Urad Dal,train
M32039,7423942,15669886,14-09-2013 00:24,Sooji & Rava,train
M32039,7423942,15669780,14-09-2013 00:24,Sugar,train
M32039,7423942,15669866,14-09-2013 00:24,Other Dals,train
M32039,7423942,7570758,14-09-2013 00:24,Toilet Cleaners,train
M32039,7423942,15669988,14-09-2013 00:24,Other Dals,train
M32039,7444680,92380489,18-08-2013 14:38,Vermicelli,train
M32039,7444680,93073679,18-08-2013 14:38,Namkeen,train
M32039,7444680,15668465,18-08-2013 14:38,Root Vegetables,train
M32039,7444680,15668460,18-08-2013 14:38,Gourd & Cucumber,train
M32039,7444680,15668381,18-08-2013 14:38,Other Vegetables,train
M32039,7444680,7569798,18-08-2013 14:38,Namkeen,train
M32039,7444680,15668378,18-08-2013 14:38,Other Vegetables,train
M32039,7444680,15668468,18-08-2013 14:38,Beans,train
M32039,7444680,7569799,18-08-2013 14:38,Namkeen,train
M32039,7444680,15669786,18-08-2013 14:38,Avalakki / Poha,train
M32039,7444680,15670250,18-08-2013 14:38,Organic F&V,train
M32039,7468404,15669786,1/9/13 22:18,Avalakki / Poha,train
M32039,7468404,15668688,1/9/13 22:18,Root Vegetables,train
M32039,7468404,15670245,1/9/13 22:18,Organic F&V,train
M32039,7468404,15669859,1/9/13 22:18,Toor Dal,train
M32039,7468404,21408947,1/9/13 22:18,Other Rice Products,train
M32039,7468404,15668381,1/9/13 22:18,Other Vegetables,train
M32039,7468404,15668460,1/9/13 22:18,Gourd & Cucumber,train
M32039,7468404,15669762,1/9/13 22:18,Urad Dal,train
M32039,7468404,15669773,1/9/13 22:18,Urad Dal,train
M32039,7468404,15669776,1/9/13 22:18,Other Dals,train
M32039,7475839,15668460,27-07-2013 22:23,Gourd & Cucumber,train
M32039,7475839,15669764,27-07-2013 22:23,Besan,train
M32039,7475839,15668688,27-07-2013 22:23,Root Vegetables,train
M32039,7475839,15668465,27-07-2013 22:23,Root Vegetables,train
M32039,7475839,15668378,27-07-2013 22:23,Other Vegetables,train
M32039,7487647,15669824,4/8/13 12:27,Raw Rice,train
M32039,7488496,15669988,4/8/13 10:44,Other Dals,train
M32039,7488496,15669861,4/8/13 10:44,Raw Peanuts,train
M32039,7488496,15669786,4/8/13 10:44,Avalakki / Poha,train
M32039,7488496,15669863,4/8/13 10:44,Moong Dal,train
M32039,7488496,15669885,4/8/13 10:44,Moong Dal,train
M32039,7488496,15669864,4/8/13 10:44,Other Dals,train
M32039,7505177,15668378,6/7/13 11:02,Other Vegetables,train
M32039,7505177,15668688,6/7/13 11:02,Root Vegetables,train
M32039,7505177,93073679,6/7/13 11:02,Namkeen,train
M32039,7505177,15668468,6/7/13 11:02,Beans,train
M32039,7505177,7569802,6/7/13 11:02,Namkeen,train
M32039,7505177,15669780,6/7/13 11:02,Sugar,train
M32039,7505177,15669817,6/7/13 11:02,Whole Spices,train
M32039,7505177,15668460,6/7/13 11:02,Gourd & Cucumber,train
M32039,7505177,15669799,6/7/13 11:02,Raisins,train
M32039,7517343,15669864,13-07-2013 18:30,Other Dals,train
M32039,7517343,15669832,13-07-2013 18:30,Sugar,train
M32039,7517343,15669765,13-07-2013 18:30,Urad Dal,train
M32039,7517343,15668460,13-07-2013 18:30,Gourd & Cucumber,train
M32039,7517343,15668688,13-07-2013 18:30,Root Vegetables,train
M32039,7517343,15669866,13-07-2013 18:30,Other Dals,train
M32039,7517343,7569798,13-07-2013 18:30,Namkeen,train
M32039,7517343,15668379,13-07-2013 18:30,Other Vegetables,train
M32039,7517343,15668381,13-07-2013 18:30,Other Vegetables,train
M32039,7517343,15669786,13-07-2013 18:30,Avalakki / Poha,train
M32039,7517343,7569802,13-07-2013 18:30,Namkeen,train
M32039,7517343,92380489,13-07-2013 18:30,Vermicelli,train
M32039,7533488,15669786,22-07-2013 21:49,Avalakki / Poha,train
M32039,7533488,15669765,22-07-2013 21:49,Urad Dal,train
M32039,7533488,15668379,22-07-2013 21:49,Other Vegetables,train
M32039,7533488,15668378,22-07-2013 21:49,Other Vegetables,train
M32039,7533488,7573376,22-07-2013 21:49,Mango Juices,train
M32039,7538408,15669988,13-06-2013 22:06,Other Dals,train
M32039,7538408,15669778,13-06-2013 22:06,Other Dals,train
M32039,7538408,15669786,13-06-2013 22:06,Avalakki / Poha,train
M32039,7538408,15668685,13-06-2013 22:06,Beans,train
M32039,7538408,15668378,13-06-2013 22:06,Other Vegetables,train
M32039,7538408,7573376,13-06-2013 22:06,Mango Juices,train
M32039,7538408,7569799,13-06-2013 22:06,Namkeen,train
M32039,7538408,15669878,13-06-2013 22:06,Toor Dal,train
M32039,7538408,93289487,13-06-2013 22:06,Phenyles & Acids,train
M32039,7548108,15668460,21-06-2013 12:35,Gourd & Cucumber,train
M32039,7548108,15668381,21-06-2013 12:35,Other Vegetables,train
M32039,7548108,15668378,21-06-2013 12:35,Other Vegetables,train
M32039,7548108,7541573,21-06-2013 12:35,"Glucose, Marie & Milk Biscuits",train
M32039,7548108,92380489,21-06-2013 12:35,Vermicelli,train
M32039,7548108,15668688,21-06-2013 12:35,Root Vegetables,train
M32039,7559304,15668378,29-06-2013 10:55,Other Vegetables,train
M32039,7559304,15669780,29-06-2013 10:55,Sugar,train
M32039,7559304,15669866,29-06-2013 10:55,Other Dals,train
M32039,7559304,15669764,29-06-2013 10:55,Besan,train
M32039,7559304,15668465,29-06-2013 10:55,Root Vegetables,train
M32039,7559304,15668688,29-06-2013 10:55,Root Vegetables,train
M32039,7559304,15669786,29-06-2013 10:55,Avalakki / Poha,train
M32039,7576166,15668378,25-05-2013 19:30,Other Vegetables,train
M32039,7576166,15668465,25-05-2013 19:30,Root Vegetables,train
M32039,7576166,15669780,25-05-2013 19:30,Sugar,train
M32039,7576166,15668379,25-05-2013 19:30,Other Vegetables,train
M32039,7576166,15668520,25-05-2013 19:30,Bread,train
M32039,7584032,15668381,1/6/13 11:39,Other Vegetables,train
M32039,7584032,15669859,1/6/13 11:39,Toor Dal,train
M32039,7584032,15669780,1/6/13 11:39,Sugar,train
M32039,7584032,15668378,1/6/13 11:39,Other Vegetables,train
M32039,7584032,15669864,1/6/13 11:39,Other Dals,train
M32039,7584032,15669773,1/6/13 11:39,Urad Dal,train
M32039,7602186,15669832,25-04-2013 23:09,Sugar,train
M32039,7602186,7573376,25-04-2013 23:09,Mango Juices,train
M32039,7602186,92388173,25-04-2013 23:09,Namkeen,train
M32039,7602186,7633833,25-04-2013 23:09,Tomato Ketchup,train
M32039,7609647,15668468,2/5/13 11:54,Beans,train
M32039,7609647,15669769,2/5/13 11:54,Other Dals,train
M32039,7609647,15669864,2/5/13 11:54,Other Dals,train
M32039,7609647,15669814,2/5/13 11:54,Jaggery,train
M32039,7609647,15669998,2/5/13 11:54,Other Dals,train
M32039,7609647,15668381,2/5/13 11:54,Other Vegetables,train
M32039,7609647,15669988,2/5/13 11:54,Other Dals,train
M32039,7609647,15668379,2/5/13 11:54,Other Vegetables,train
M32039,7609647,7541573,2/5/13 11:54,"Glucose, Marie & Milk Biscuits",train
M32039,7617763,15669859,8/5/13 15:21,Toor Dal,train
M32039,7617763,15668381,8/5/13 15:21,Other Vegetables,train
M32039,7617763,15668520,8/5/13 15:21,Bread,train
M32039,7617763,15669780,8/5/13 15:21,Sugar,train
M32039,7617763,7637309,8/5/13 15:21,Mosquito Repellent,train
M32039,7617763,93136007,8/5/13 15:21,Cotton & Bandages,train
M32039,7617763,7623116,8/5/13 15:21,Liquid Soaps & Bars,train
M32039,7617763,93289487,8/5/13 15:21,Phenyles & Acids,train
M32039,7617763,7753739,8/5/13 15:21,Health Drinks,train
M32039,7632867,15669815,18-05-2013 19:56,Jaggery,train
M32039,7632867,15669861,18-05-2013 19:56,Raw Peanuts,train
M32039,7632867,15669786,18-05-2013 19:56,Avalakki / Poha,train
M32039,7632867,92380489,18-05-2013 19:56,Vermicelli,train
M32039,7632867,7573376,18-05-2013 19:56,Mango Juices,train
M32039,7632867,15669863,18-05-2013 19:56,Moong Dal,train
M32039,7632867,15669860,18-05-2013 19:56,Moong Dal,train
M32039,7632867,15668468,18-05-2013 19:56,Beans,train
M32039,7632867,15669885,18-05-2013 19:56,Moong Dal,train
M32039,7632867,7587665,18-05-2013 19:56,Organic Masalas & Spices,train
M32039,7632867,7580855,18-05-2013 19:56,Other Oils,train
M32039,7632867,15669824,18-05-2013 19:56,Raw Rice,train
M32039,7643799,15669860,2/4/13 21:49,Moong Dal,train
M32039,7643799,15668468,2/4/13 21:49,Beans,train
M32039,7643799,15669786,2/4/13 21:49,Avalakki / Poha,train
M32039,7643799,7569799,2/4/13 21:49,Namkeen,train
M32039,7643799,15668378,2/4/13 21:49,Other Vegetables,train
M32039,7643799,15668459,2/4/13 21:49,Gourd & Cucumber,train
M32039,7643799,92388173,2/4/13 21:49,Namkeen,train
M32039,7643799,15668381,2/4/13 21:49,Other Vegetables,train
M32039,7643799,7573376,2/4/13 21:49,Mango Juices,train
M32039,7643799,15670260,2/4/13 21:49,Organic F&V,train
M32039,7662355,15668378,19-04-2013 21:57,Other Vegetables,train
M32039,7662355,15668459,19-04-2013 21:57,Gourd & Cucumber,train
M32039,7662355,15668685,19-04-2013 21:57,Beans,train
M32039,7662355,15669866,19-04-2013 21:57,Other Dals,train
M32039,7662355,15669764,19-04-2013 21:57,Besan,train
M32039,7662355,15668381,19-04-2013 21:57,Other Vegetables,train
M32039,7662355,15669778,19-04-2013 21:57,Other Dals,train
M32039,7662355,15669762,19-04-2013 21:57,Urad Dal,train
M32039,7669003,15669864,23-02-2013 16:55,Other Dals,train
M32039,7669003,15668467,23-02-2013 16:55,Beans,train
M32039,7669003,15669778,23-02-2013 16:55,Other Dals,train
M32039,7669003,15668378,23-02-2013 16:55,Other Vegetables,train
M32039,7669003,15668520,23-02-2013 16:55,Bread,train
M32039,7669003,15668459,23-02-2013 16:55,Gourd & Cucumber,train
M32039,7669003,15668381,23-02-2013 16:55,Other Vegetables,train
M32039,7669003,15669772,23-02-2013 16:55,Other Dals,train
M32039,7669003,15670260,23-02-2013 16:55,Organic F&V,train
M32039,7674904,15669814,1/3/13 18:33,Jaggery,train
M32039,7674904,15669780,1/3/13 18:33,Sugar,train
M32039,7674904,15668379,1/3/13 18:33,Other Vegetables,train
M32039,7674904,15669786,1/3/13 18:33,Avalakki / Poha,train
M32039,7674904,15669817,1/3/13 18:33,Whole Spices,train
M32039,7674904,15670260,1/3/13 18:33,Organic F&V,train
M32039,7681440,15669988,7/3/13 21:52,Other Dals,train
M32039,7681440,15669765,7/3/13 21:52,Urad Dal,train
M32039,7681440,15668381,7/3/13 21:52,Other Vegetables,train
M32039,7681440,15668459,7/3/13 21:52,Gourd & Cucumber,train
M32039,7681440,15668468,7/3/13 21:52,Beans,train
M32039,7681440,15668378,7/3/13 21:52,Other Vegetables,train
M32039,7681440,7753739,7/3/13 21:52,Health Drinks,train
M32039,7681440,7574197,7/3/13 21:52,Vermicelli,train
M32039,7681440,15670260,7/3/13 21:52,Organic F&V,train
M32039,7681440,15669885,7/3/13 21:52,Moong Dal,train
M32039,7689388,15669817,15-03-2013 14:58,Whole Spices,train
M32039,7689388,15668520,15-03-2013 14:58,Bread,train
M32039,7689388,93289487,15-03-2013 14:58,Phenyles & Acids,train
M32039,7689388,15668459,15-03-2013 14:58,Gourd & Cucumber,train
M32039,7689388,15669780,15-03-2013 14:58,Sugar,train
M32039,7689388,15668378,15-03-2013 14:58,Other Vegetables,train
M32039,7689388,92380489,15-03-2013 14:58,Vermicelli,train
M32039,7689388,15669786,15-03-2013 14:58,Avalakki / Poha,train
M32039,7689388,15668454,15-03-2013 14:58,Brinjals,train
M32039,7689388,7569799,15-03-2013 14:58,Namkeen,train
M32039,7689388,15669764,15-03-2013 14:58,Besan,train
M32039,7689388,92383094,15-03-2013 14:58,Grooming,train
M32039,7698163,15669878,23-03-2013 11:00,Toor Dal,train
M32039,7698163,7580855,23-03-2013 11:00,Other Oils,train
M32039,7698163,15669786,23-03-2013 11:00,Avalakki / Poha,train
M32039,7698163,15669814,23-03-2013 11:00,Jaggery,train
M32039,7698163,15668378,23-03-2013 11:00,Other Vegetables,train
M32039,7698163,15668459,23-03-2013 11:00,Gourd & Cucumber,train
M32039,7698163,7753739,23-03-2013 11:00,Health Drinks,train
M32039,7698163,15668381,23-03-2013 11:00,Other Vegetables,train
M32039,7698163,15669866,23-03-2013 11:00,Other Dals,train
M32039,7698163,15670260,23-03-2013 11:00,Organic F&V,train
M32039,7698163,15668467,23-03-2013 11:00,Beans,train
M32039,7706342,15668459,19-01-2013 17:16,Gourd & Cucumber,train
M32039,7706342,15669883,19-01-2013 17:16,Rice Flour,train
M32039,7706342,15668378,19-01-2013 17:16,Other Vegetables,train
M32039,7706342,15668467,19-01-2013 17:16,Beans,train
M32039,7711084,15669863,26-01-2013 17:11,Moong Dal,train
M32039,7711084,15669764,26-01-2013 17:11,Besan,train
M32039,7711084,7570656,26-01-2013 17:11,Hair Oil,train
M32039,7711084,15668459,26-01-2013 17:11,Gourd & Cucumber,train
M32039,7711084,15668381,26-01-2013 17:11,Other Vegetables,train
M32039,7711084,7753739,26-01-2013 17:11,Health Drinks,train
M32039,7711084,15669864,26-01-2013 17:11,Other Dals,train
M32039,7711084,15669765,26-01-2013 17:11,Urad Dal,train
M32039,7711084,15669885,26-01-2013 17:11,Moong Dal,train
M32039,7711084,15668378,26-01-2013 17:11,Other Vegetables,train
M32039,7717487,15668520,2/2/13 10:09,Bread,train
M32039,7717487,15668459,2/2/13 10:09,Gourd & Cucumber,train
M32039,7717487,15669797,2/2/13 10:09,Raisins,train
M32039,7717487,15669861,2/2/13 10:09,Raw Peanuts,train
M32039,7717487,15668467,2/2/13 10:09,Beans,train
M32039,7717487,15668378,2/2/13 10:09,Other Vegetables,train
M32039,7717487,7587665,2/2/13 10:09,Organic Masalas & Spices,train
M32039,7723546,15670260,9/2/13 9:44,Organic F&V,train
M32039,7723546,15669878,9/2/13 9:44,Toor Dal,train
M32039,7723546,7570758,9/2/13 9:44,Toilet Cleaners,train
M32039,7723546,15669780,9/2/13 9:44,Sugar,train
M32039,7723546,15670250,9/2/13 9:44,Organic F&V,train
M32039,7723546,15668381,9/2/13 9:44,Other Vegetables,train
M32039,7723546,15669814,9/2/13 9:44,Jaggery,train
M32039,7723546,15670251,9/2/13 9:44,Organic F&V,train
M32039,7723546,15668379,9/2/13 9:44,Other Vegetables,train
M32039,7723546,15669786,9/2/13 9:44,Avalakki / Poha,train
M32039,7723546,93289486,9/2/13 9:44,Phenyles & Acids,train
M32039,7730013,15668520,16-02-2013 14:46,Bread,train
M32039,7730013,15669864,16-02-2013 14:46,Other Dals,train
M32039,7730013,15668378,16-02-2013 14:46,Other Vegetables,train
M32039,7730013,15668468,16-02-2013 14:46,Beans,train
M32039,7730013,15669824,16-02-2013 14:46,Raw Rice,train
M32039,7730013,15670251,16-02-2013 14:46,Organic F&V,train
M32039,7734751,7753739,3/12/12 14:31,Health Drinks,train
M32039,7734751,15668459,3/12/12 14:31,Gourd & Cucumber,train
M32039,7734751,15669866,3/12/12 14:31,Other Dals,train
M32039,7734751,15668467,3/12/12 14:31,Beans,train
M32039,7734751,7735781,3/12/12 14:31,Namkeen,train
M32039,7734751,15669786,3/12/12 14:31,Avalakki / Poha,train
M32039,7734751,15668378,3/12/12 14:31,Other Vegetables,train
M32039,7734751,15670157,3/12/12 14:31,Organic F&V,train
M32039,7740738,15669764,11/12/12 13:33,Besan,train
M32039,7740738,15668381,11/12/12 13:33,Other Vegetables,train
M32039,7740738,7574197,11/12/12 13:33,Vermicelli,train
M32039,7740738,15669821,11/12/12 13:33,Whole Spices,train
M32039,7740738,15668378,11/12/12 13:33,Other Vegetables,train
M32039,7740738,15668459,11/12/12 13:33,Gourd & Cucumber,train
M32039,7740738,15669778,11/12/12 13:33,Other Dals,train
M32039,7740738,7623116,11/12/12 13:33,Liquid Soaps & Bars,train
M32039,7740738,7569799,11/12/12 13:33,Namkeen,train
M32039,7745449,15669878,16-12-2012 18:11,Toor Dal,train
M32039,7745449,15668467,16-12-2012 18:11,Beans,train
M32039,7745449,15668381,16-12-2012 18:11,Other Vegetables,train
M32039,7745449,15669864,16-12-2012 18:11,Other Dals,train
M32039,7745449,15668459,16-12-2012 18:11,Gourd & Cucumber,train
M32039,7745449,15668378,16-12-2012 18:11,Other Vegetables,train
M32039,7750518,15669988,24-12-2012 17:35,Other Dals,train
M32039,7750518,15668378,24-12-2012 17:35,Other Vegetables,train
M32039,7750518,15669780,24-12-2012 17:35,Sugar,train
M32039,7750518,7624435,24-12-2012 17:35,Other Soft Drinks,train
M32039,7750518,15669861,24-12-2012 17:35,Raw Peanuts,train
M32039,7750518,15669764,24-12-2012 17:35,Besan,train
M32039,7750518,15669885,24-12-2012 17:35,Moong Dal,train
M32039,7750518,7574197,24-12-2012 17:35,Vermicelli,train
M32039,7756326,15668467,2/1/13 14:41,Beans,train
M32039,7756326,7574243,2/1/13 14:41,Regular Pasta,train
M32039,7756326,15668520,2/1/13 14:41,Bread,train
M32039,7756326,7621911,2/1/13 14:41,Health Drinks,train
M32039,7756326,15668378,2/1/13 14:41,Other Vegetables,train
M32039,7756326,15669773,2/1/13 14:41,Urad Dal,train
M32039,7756326,15669815,2/1/13 14:41,Jaggery,train
M32039,7756326,15668381,2/1/13 14:41,Other Vegetables,train
M32039,7756326,92380489,2/1/13 14:41,Vermicelli,train
M32039,7763116,15669773,10/1/13 20:40,Urad Dal,train
M32039,7763116,15668459,10/1/13 20:40,Gourd & Cucumber,train
M32039,7763116,7735781,10/1/13 20:40,Namkeen,train
M32039,7763116,15669988,10/1/13 20:40,Other Dals,train
M32039,7763116,15669864,10/1/13 20:40,Other Dals,train
M32039,7763116,7753739,10/1/13 20:40,Health Drinks,train
M32039,7763116,15668378,10/1/13 20:40,Other Vegetables,train
M32039,7763116,15669780,10/1/13 20:40,Sugar,train
M32039,7763116,15668520,10/1/13 20:40,Bread,train
M32039,7763116,15669878,10/1/13 20:40,Toor Dal,train
M32039,7763116,15668468,10/1/13 20:40,Beans,train
M32039,7763116,15669824,10/1/13 20:40,Raw Rice,train
M32039,7770923,15668459,10/10/12 18:13,Gourd & Cucumber,train
M32039,7770923,15668468,10/10/12 18:13,Beans,train
M32039,7770923,15669874,10/10/12 18:13,Avalakki / Poha,train
M32039,7770923,15668379,10/10/12 18:13,Other Vegetables,train
M32039,7770923,15669976,10/10/12 18:13,Almonds,train
M32039,7770923,15669983,10/10/12 18:13,Other Dry Fruits,train
M32039,7773441,15669780,17-10-2012 23:51,Sugar,train
M32039,7773441,15669773,17-10-2012 23:51,Urad Dal,train
M32039,7773441,7753740,17-10-2012 23:51,Health Drinks,train
M32039,7773441,15668520,17-10-2012 23:51,Bread,train
M32039,7773441,15669824,17-10-2012 23:51,Raw Rice,train
M32039,7773441,15669864,17-10-2012 23:51,Other Dals,train
M32039,7773441,15669817,17-10-2012 23:51,Whole Spices,train
M32039,7773441,15669881,17-10-2012 23:51,Sooji & Rava,train
M32039,7773441,15669861,17-10-2012 23:51,Raw Peanuts,train
M32039,7773441,15668459,17-10-2012 23:51,Gourd & Cucumber,train
M32039,7776864,15668381,23-10-2012 13:20,Other Vegetables,train
M32039,7776864,7569802,23-10-2012 13:20,Namkeen,train
M32039,7776864,15669817,23-10-2012 13:20,Whole Spices,train
M32039,7776864,15668378,23-10-2012 13:20,Other Vegetables,train
M32039,7776864,15668468,23-10-2012 13:20,Beans,train
M32039,7780231,15669859,30-10-2012 17:16,Toor Dal,train
M32039,7780231,15668468,30-10-2012 17:16,Beans,train
M32039,7780231,15669864,30-10-2012 17:16,Other Dals,train
M32039,7780231,15669765,30-10-2012 17:16,Urad Dal,train
M32039,7780231,15668459,30-10-2012 17:16,Gourd & Cucumber,train
M32039,7780231,15669860,30-10-2012 17:16,Moong Dal,train
M32039,7780231,15669976,30-10-2012 17:16,Almonds,train
M32039,7780231,15669885,30-10-2012 17:16,Moong Dal,train
M32039,7786487,7652292,9/11/12 19:19,Mosquito Repellent,train
M32039,7786487,15668378,9/11/12 19:19,Other Vegetables,train
M32039,7786487,7621702,9/11/12 19:19,"Glucose, Marie & Milk Biscuits",train
M32039,7786487,15668459,9/11/12 19:19,Gourd & Cucumber,train
M32039,7786487,7574242,9/11/12 19:19,Vermicelli,train
M32039,7787811,7632452,15-11-2012 12:38,Liquid Detergent,train
M32039,7787811,15668468,15-11-2012 12:38,Beans,train
M32039,7787811,15668459,15-11-2012 12:38,Gourd & Cucumber,train
M32039,7787811,15668381,15-11-2012 12:38,Other Vegetables,train
M32039,7787811,7574197,15-11-2012 12:38,Vermicelli,train
M32039,7791865,15668378,21-11-2012 13:52,Other Vegetables,train
M32039,7791865,7621702,21-11-2012 13:52,"Glucose, Marie & Milk Biscuits",train
M32039,7791865,15669764,21-11-2012 13:52,Besan,train
M32039,7791865,15668459,21-11-2012 13:52,Gourd & Cucumber,train
M32039,7791865,15670107,21-11-2012 13:52,Other Vegetables,train
M32039,7791865,15668468,21-11-2012 13:52,Beans,train
M32039,7791865,15669880,21-11-2012 13:52,Sooji & Rava,train
M32039,7796389,15669773,27-11-2012 10:09,Urad Dal,train
M32039,7796389,15669878,27-11-2012 10:09,Toor Dal,train
M32039,7796389,15669765,27-11-2012 10:09,Urad Dal,train
M32039,7796389,15669885,27-11-2012 10:09,Moong Dal,train
M32039,7796389,15669860,27-11-2012 10:09,Moong Dal,train
M32039,7796389,15668468,27-11-2012 10:09,Beans,train
M32039,7796389,15669864,27-11-2012 10:09,Other Dals,train
M32039,7801922,15669976,16-07-2012 16:32,Almonds,train
M32039,7801922,15668379,16-07-2012 16:32,Other Vegetables,train
M32039,7801922,15668520,16-07-2012 16:32,Bread,train
M32039,7801922,15668468,16-07-2012 16:32,Beans,train
M32039,7801922,7621702,16-07-2012 16:32,"Glucose, Marie & Milk Biscuits",train
M32039,7801922,15668459,16-07-2012 16:32,Gourd & Cucumber,train
M32039,7801922,15670004,16-07-2012 16:32,Raw Rice,train
M32039,7805453,15668378,25-07-2012 11:34,Other Vegetables,train
M32039,7805453,15669780,25-07-2012 11:34,Sugar,train
M32039,7805453,15669866,25-07-2012 11:34,Other Dals,train
M32039,7805453,15668454,25-07-2012 11:34,Brinjals,train
M32039,7805453,15669772,25-07-2012 11:34,Other Dals,train
M32039,7805453,15669778,25-07-2012 11:34,Other Dals,train
M32039,7805453,15669764,25-07-2012 11:34,Besan,train
M32039,7805453,7569798,25-07-2012 11:34,Namkeen,train
M32039,7805453,15669863,25-07-2012 11:34,Moong Dal,train
M32039,7805453,15669762,25-07-2012 11:34,Urad Dal,train
M32039,7807279,15668468,3/8/12 11:44,Beans,train
M32039,7807279,15669881,3/8/12 11:44,Sooji & Rava,train
M32039,7810582,15668454,10/8/12 13:23,Brinjals,train
M32039,7810582,15668378,10/8/12 13:23,Other Vegetables,train
M32039,7810582,15668459,10/8/12 13:23,Gourd & Cucumber,train
M32039,7810582,15669817,10/8/12 13:23,Whole Spices,train
M32039,7810582,15668381,10/8/12 13:23,Other Vegetables,train
M32039,7810582,15668468,10/8/12 13:23,Beans,train
M32039,7812800,15669764,18-08-2012 12:23,Besan,train
M32039,7812800,15668379,18-08-2012 12:23,Other Vegetables,train
M32039,7812800,15668468,18-08-2012 12:23,Beans,train
M32039,7812800,15668459,18-08-2012 12:23,Gourd & Cucumber,train
M32039,7814640,15668459,26-08-2012 15:51,Gourd & Cucumber,train
M32039,7814640,7610118,26-08-2012 15:51,Aluminium Foil & Cling Wrap,train
M32039,7814640,15668520,26-08-2012 15:51,Bread,train
