rating,review
2,"The design of these ankles pants is very cool and the rise is perfect. however, the fabric, despite 2% spandex, has absolutely no give from the knee down. the extensive stitching probably contributes to the lack of stretch. while i was able to pull them on (size 27 for 110 lb/5.4'), i could not bend my legs at the knee comfortably. with longer wear, i think they would cut off the circulation.

please post if these stretch for you enough with wear and become softer."
5,This skirt is so cute. the fix print is really nice. it's a great piece to add to the fall wardrobe.
5,"Great dress, true to size....wore it to dinner one night while in a beach vacation friends, got tons of compliments! you have to be careful when putting it on, as it may snag! otherwise, highly recommended!!"
5,"I saw these in an email and immediately went to the web to look at them. they fit well and have nice slim look. the bottom of the legs seems to fit a little slimmer on me than in the picture, but they aren't too tight."
4,"I ordered this as it was either in stylist pick or top rated, cant' remember which, but i must say, ti was very nice on. a little loose, but the petite sizes are sold out, so i ordered the xs (petite might have been too short...) the cut is feminine, not figure hugging, but still flattering. i can see wearing this in the fall with boots and a cardigan, not just summer with sandals, so i decided to keep it.

 115 lbs, 30dd, 26.5 in waist."
5,"As soon as my eyes touched these pants i knew my body had to. not only doo they look great, they feel great. the material is very soft with just enough stretch. they've quickly become my favorites. i loved the first pair so much i immediately bought the other color."
5,"Tried this dress on at my local retailer and just fell in love with it. it is a sleek, almost '90's style design that is so comfortable and flattering at the same time. and it has pockets! i will be wearing it all summer with flats or sneakers."
3,"This romper was not what i expected when i originally purchased. it is much more casual looking in person, and as soon as i got it out of the bag, one of the buttons fell off. it did look good on and fit well, but i will be returning because it is too casual for the occasion i bought it for."
5,"I really love cloth & stone, and this top did not disappoint. i am usually a size small in tops but tend to be an xs in halters because the arm holes are usually big on me. i went with my usual xs and it fit perfectly. it has a nice drape to it and is super soft. i will add that when looking at the picture, i didn't notice that there is a muted pink to the plaid design. i originally thought it was just a navy blue and white plaid. however, there is a really light pink to it as well. i actually w"
5,"It's a light material so it flows. the shine is just enough to dress up when i need. i'm a 12 and usually buy xl of any t-shirt looking style, but the large fit perfectly. i am however not large breasted."
4,
1,I was so excited to get this dress since it look so pretty on line but unfortunately the it was horrendous on. the model must have the dress tailored because it looks like a huge tent on me. it was very wide bust down and made me look 30 lbs heavier. i'm 5'4 and 125 lbs- ordered extra small and it fits bust up and arms so i say it's tts up top.
3,"I bought this in the grey as shown in the photo as i'm not fond of horizontal stripes and i felt the striping would distract from the floral accent of this tee. the gray is light and as pictured in the photo.

i bought an xl and the fit is tailored, with some loose flow to it. it is not boxy or big on me.

the fabric is a soft, soft, thin cotton knit and very cool for hot, muggy summer days....esp. in the southern us where it can be pretty intense. since i bought the gray, it's not sheer, al"
3,"The dress is too big. i got size 4, after checking the measurements chart (for reference: 5'7"", 125 lb). it is too wide, not as fitted as in the picture. the cut is too deep (might work better for a bustier lady, but looks pathetic on me). 

the pattern is too bright, much brighter that in the picture (i got red pattern). it's not that the photos represent the colors inaccurately, it's just... the colors are much more vibrant in real life.

the material is heavier than i expected."
1,"I ordered this to wear for a holiday party hoping to have something unique and dressy. it was too bulky at the shoulders and looked like something a football player would wear. the little ruffled flower pieces were random at the top and stuck out in all the wrong directions. it wasn't as elegant as the model pic (is it ever?) and for this price should fit like a glove. went back within seconds. also, it's pretty short, and bulky short isn't flattering on too many people."
4,"I really liked this top the minute i saw it online, long enough and elegant at the same time. i'm 6 ft tall and i like to wear my stuff loose & have my back well covered. i usually get m/l depending on the fabric and style, got this top in l. this top however turned out to be larger than expected, there is plenty of room on the sides, and that bottom part is made of a thinner cotton material. the fabric of the top is not as soft as it may look, but the pullover is still very cute, maybe after fe"
3,"I love the looks of this sweater on the model! after receiving it, it was still very pretty and stylish to look at. my problem is that i am petite, and the sweater seemed to run very large. it wasn't very fitted. i think the detailing in the back would look better fitted. it made me look rather dowdy and/or matronly unlike how it looks on the model. i think that was because it was just too big. i returned it."
5,This has a classic tunic style silhouette with delicate gold threads. it looks even better in person than online.
2,I am 5 '5 and 119 pounds with an athletic cury body type. the dress wore bulky and ran large at size 2.
4,"Yes it is thin but a great summer blouse. the body runs true to size, but the sleeves are tight..i may try to size up so the sleeves can be more comfortable."
4,"I'm 5'10"" and felt that it was just too short. otherwise - love it!"
5,"I've been looking at these online for a while now, and couldn't decide if they'd fit me or not. i have large, muscular thighs and pants always run tight. when i was in the store today i decided to try them on anyway, and boy am i glad i did. the fabric is super soft, as everyone else mentions, and they are nice and loose, but also look like ankle pants. i actually sized down! (who doesn't love it when they get to do that?!) i loved the way they fit so much, i bought two pairs. i love the pastel"
1,"Luckily i bought this on sale... i now see the instructions online say to hand wash, but i bought mine in the store. the instructions on the tag said to wash delicate in cold water and tumble dry. i washed it in cold water and it shrunk to doll size."
3,"This is really a lovely jumper and looks quite nice and dressy on. my problem is a short torso, but then again this may be made for short torso loving people! i felt like i was all legs in it. i never asked anyone else's opinion, though, so not sure if its just me and my complex.
if you don't have a short torso,then you might experience the pulling the others were speaking about because the waist might hit you higher than your usual waist.

overall, i am not sure who this was designed for.. but"
5,"This dress fits really cute. i actually think it's cuter in person than on the site. really flattering. the skirt hits a few inches longer on me than it does on the model, so it's appropriate for work and networking functions. i'm 5'3, 110lbs. i got the 0 and it's great!"
4,Love everything about it but had to get a size bigger to be long an off/ to short for a mom. if i was 20 would be fine.
1,"I should have paid closer attention to the other reviews. i could barely get this blouse over my head! after getting it on, the armholes too are very small. the blouse other than that is pretty and very girlie. i love the pleating and dolman sleeves but i was strangled around my neck. i tried the small but think a medium wouldn't have been much better. it needs a button opening on neck and sleeves. i would have to put this on before makeup or doing my hair. 
if you have a tiny head and pencil a"
5,"Love this dress, very flattering fit and the fabric does not feel heavy but is sturdy - i wore it for first dinner out with my husband after losing most of my baby weight and felt great and confident in it."
4,"I tried on the xs in the store, and i don't need a petite in this, but perhaps a xxs. it is on the shorter side, so no great on my muscular thighs (if petite) whereas the regular size hit me just above the knee. the cut is away from the body, a bit ""a-line"", but not fitted. the colors are gorgeous, but i think this is more of a casual dress, like brunch with the girlfriends, for example. love it... it is now in my wish list for alter :-)"
5,"I purchased this blazer in both striped versions for work. it's basically a blazer/sweatshirt hybrid!

while it does run true to size, i can wear a small or medium in retailer; i purchased medium in this. don't size down if your size is ambiguous!"
4,Cute and comfy! i usually wear a small but bought a medium because it appeared to run a little small.
4,"I love the unique design of this dress.  it also has a nice thick material.  the top part runs small.  i'm normally between size 6 and 8.  i bought this dress in size 10 and the top part is still snug, whilst size 12 is too loose.  the bottom part has a nice flowy material with pockets.  since the top part is snug, it will best not to wear a bra plus the thick material will provide a nice support.  the down side of this dress is that the straps are running long.  i have a short torso, so there's"
5,"I just bought these last week and have had a hard time wearing anything else! they are super comfortable, with great pockets. very flattering and wash up great. wish they made more colors..."
5,"So cozy and warm, great for the cold nights!"
4,"I love this designer so i grabbed at this shirt immediately. unlike their other items, this shirt is linen. it's a great cut and very flattering once you iron it. the only problem i found was that as i wore it throughout the day, she shirt became wrinkled and misshapen to the point where it ballooned out around my stomach."
4,"Our store only had one petite dress in my size in stock. i'm 5'4"" and so can sometimes pull of petite sizing. no in this case. it was a tunic on me. however the dress fit beautifully everywhere else and the quality was beautiful so i'll probably order my size in regular to give it a try."
4,"Like other reviewers, i'm glad i sized down. this is a cute tunic that is definitely great quality, lightweight chambray. i love that it has pockets, but they do puff a bit at my hips."
5,"Love this blouse. the owl design is flawless front to back. the material has a silk like feeling. i would say the arms a slightly tighter than i would prefer. if you have larger arms or have any muscle the sleeves may be tight on you. also, i am a 38 c and the chest fit well (in size large), but would not offer much more room for a larger chest. if you want a looser and relaxed fit as the model shows, i would size up. i love the unique design!"
5,This dress was absolutely gorgeous and beautifully made. i ordered a size down as the other reviews stated the dress ran large. however it was massive. i wanted this dress so badly and mourn that i had to take it back to the store.
3,This is a beautiful beaded shirt. the quality seems good. i just didn't like the shoulders. they are pleated and puffy. the picture doesn't really show them very well. also the collar is a little floppy. i was hoping it would have an option to stand up but that is not the case. the beading is well done and looks to be stable. i just thought it ran a little large and the shoulders looked puffy. i returned it.
5,The colors in this skirt are gorgeous. a super pretty emerald/green color with graphic silver and black flowers. this skirt can be dressed up or dressed down. i'm loving the idea of wearing black tights and flat boots with it to make it casual or wearing it with tights and heels for a holiday party. the weight of the skirt isn't heavy so i think with the right colors can wear it in spring too.
5,The embroidery on this dress is beautiful in person. perfect dress for fall.
1,These pants look nice and are comfortable but the quality of the fabric is terrible! i should not be surprised because i bought another pair of pants by this same label at antro earlier this year and they did not hold up at all either. but i thought i'd give it another shot. never again! i'm on my 5th wear and the crotch and inner thighs have worn away completely...i mean huge holes in the fabric where it's just disintegrated. even at extra % off the sale price it's not worth it. the full price
2,I was very excited about this product. when i saw it the pattern was beautiful in the romantic floral and the bottom band looked like the bathing suit was a little longer so i felt it would be good for a large chest. when i received the package i knew instantly it ran small. i tried it on and it barely covered half of my chest. also the band at the bottom is actually very small and not what i expected. the print is just as lovely in person as it is online. i don't even know if sizing up will mak
5,"I wear size 8 , ordered a medium, fits great. nice quality, like that you can wear open or buttoned at the shoulder."
5,"I love rifle paper, and when i saw this dress online, i knew that i had to have it. this dress is even prettier in person than it is in the picture. it's pretty and delicate, and can easily be dressed up or down. i found this dress to fit true to size. it definitely has that ""baby doll dress"" fit to it, but i love it! this is a dress that i'll feel beautiful in and pull out of my closet over and over again."
4,"I was planning to order it online but someone returned it to my local store and i tried it on.............. my regular size is 6. i have another byron lars dress size 6 that fits me like a glove. this dress fits beautifully from the waist down. the top part is very loose and at least a size too big. very disappointing. i am not sure if it is just me or this particular dress, but it was not flattering. :("
2,"This sweater was just okay. i am happy to pay $100 or more for a sweater but this one was somewhat itchy, and not the quality i expected for that price. i may have kept it if it were at about half the price, but it just was not worth it. retailer prices seem to be going up and up and the quality less and less. i had similar experiences with a couple of shirts that i ordered over the summer. looked great in the photos, but unfortunately in person were not quality garments."
5,Perfection. soft. lived in feel and look without holes or rips. and for someone who is 5 ft 2 in. they are just the right length if i don't feel like cuffing the bottom. fit tts.
4,"I love almost everything about this. first, you know, it's cashmere -- soft soft soft without being heavy. i'm a little afraid to wear it it's so nice. i got the gray, which is a beautiful, light, casual shade of gray that looks great with everything. the pockets are fantastic if a bit useless (they hang lower than i can reach with my hands).

the construction is a bit odd at first. it took me some brow-furrowing to figure out how to put it on, and i don't love the way the two front panels hang"
5,"Beautiful dress that is well constructed. the fabric is substantial and feels expensive.i am 5'4"" and weigh 134, 
36 bust 29 waist and ordered the m/l. i usually wear a 6-8 in dresses, so i worried that it would be too big but it fit perfectly. i am very happy with my purchase."
4,"I also agree that this piece ran very small. my normal size did not zip up. i sized up a size, and it pulled across my thighs. i sized up two sizes, and it fit as i had hoped it would. if you get the right size, it is beautiful on. the colors are so fun, and i love the side slit. i bought it to wear to work with a blouse or blazer, and it is definitely a statement piece."
5,I found these jeans on the sale rack at my local retailer. they were the very last pair and in my size. i couldn't believe my luck.  i tried them on and was very impressed with the fit and feel of the jeans. thyre soft yet substantial. they retain thier shape. . love the worn in look to them.  .. .. so adorable.  nice slouchy skinny jean.. i stayed true to size
5,
5,I ordered this top in xl in the navy print. it fits true to size. it's made of two very soft materials. the printed part looks like sailboats to me. it doesn't wrinkle or have a static problem. the solid knit portion is a good quality too. i love the styling details of the ruffled neck and the middle pleat. it's flattering. i like how the details make this a dressy version of a t-shirt while being very comfortable too.
5,"This is a super cute t-shirt!  it runs a little big and not as long as some t-shirts which is good.   it hits mid-hip on me and i'm 5'7"".    i got the gray at my retailer store and liked it so much i ordered the black one too.   warning:  the black one is actually a brownish-black which i didn't like so back it goes."
5,"I love this sweater.  i am 5' 1"" and tried on the petite in the store but ended up going with the regular size as i preferred the length.  the overall fit was the same.  i bought the blue which to me is the colour shown here, more a grey and purplish colour, beautiful for fall and much nicer than a straight blue.  i have worn it to work several times and always get a compliment.  this sweater is nice for all ages, it is soft, comfortable and versatile.  it might just be my go to fall sweater."
5,"I bought this top in the store where i found they had a beautiful mint color not shown here. i think the length is perfect. so many of the tees, etc. are extra long, so it's nice to have a variety to chose from. i'm 5'5"" and this little tee hits right where my legs begin. it is very free flowing and cool. i own several similar tees and tanks from this line and they are great when the weather gets hot."
5,"I ordered the peach/ivory/tan version in size xl and i love everything about this dress. i'm size xl and a pear-shape so dresses can be hit or miss. this one is a favorite. it's so soft. the mix of colors and the sizing of the stripes/pleats is flattering. it's nice being more fitted on top & flowy through the bottom. i love this dress so much! i'm having fun pairing different combos of necklaces, vests, pins, belts & boots with it. i'll get good use out of this through spring. comfortable, pret"
5,"Love this tank. it is so soft and comfortable. the length hits just right on the hip. it hugs the body nicely, not too tight, just loose enough on a hot summer day. i have this in black and white. i wish they would offer more colors."
5,"This dress is really cute and is a lightweight knit that is great for warmer days. the color is a lovely dusty rose that looks just like the picture. since it is a knit material and does tend to stretch out, i did go down one size so that it would be more form fitting. the length on the petite size is perfect for me."
5,"This skirt is so much better in person than in the pictures. fit is true to size, perfect drape, lined & not clingy, just perfect in every way. it's at such a decent price point too that i think it will sell out--grab it now in your size while you can! 

only ""con"" i can think of is that it might be a bit long for petite sizes, but maybe they make it in petite...?"
5,"Beautiful top but runs very small. based on some of the reviews that i read i ordered two sizes up from my usual size and it is still a little tight in the chest and around the ribs. i would like to exchange for the next size up but it is sold out in that size. considering how small this blouse runs it would have been nice if retailer had ordered some extra tops in larger sizes as i am sure that many people will have to size up. regardless, i love the blouse and would definitely recommend it to an"
4,"I love the desi blouse! i got it in white and it's a little more off white than pure white, but it is a great flowy top. the touch of lace across the bust is a nice accent. the only down fall is that the sleeves are a bit puffy, but the rest of the top makes up for that."
5,"I knew i would keep it as soon as i put it on -- comfortable, beautiful fabric, cute gold buttons!  as well, due to the cut, it feels roomy, but has a slender fit around the arms.  the ""denim"" color has beautiful detail, but i don't think i would like the maroon solid.  i wish there was another nonsolid color -- i would buy another one!"
5,I love this jacket and the price was a great bonus. it fit perfectly and is nice cozy and warm. well made and the beige color is great.
5,"The pictures of this dress do not do it justice. i bought it, cut the sleeves off to be even with the waist line and belted (with a slim belt ) and it is perfect! it actually becomes a very sexy dress, it is a true wrap with a deep v and the vent in the back, i mean this dress paid dividends at the end of the night (to be very honest)!

wearing this to south beach, it will be perfect with strappy, high heels."
5,"This is a great every day dress. the buttons in the back make it very figure flattering, and i love the long sleeves. the fabric is light, so i'll definitely be wearing with leggings.

it's a little tight in the shoulders, which is pretty standard for this brand for me."
3,"Ordered this online in the pinkish color. the material is a little thin. as a busty, curvy lady this one just didn't sit right, ran a tad large, and looked boxy. if you have a thinner frame, may be a better look for you. detailing is nice."
4,"I wish there were 100 colors, i'd buy them all. the white is super sheer, but i'll use it as a bottom layer for something."
3,"I wanted to love this. it is so cute and the xxsp, my usual size, fit perfectly. however there was a fatal flaw in the construction. the hem was not sewn properly - very asymmetrical and lopsided. instead of a scoop like shown on the model, it was much longer on one side than the other. i thought maybe it was just how it hung on me, but i took it off and laid it on my bed and i could clearly see that it was sewn wrong. this is going back. i ordered another one (now it's on backorder), hopefully"
5,"Just got this dress and am very pleased.  fell in love with the bright color in the store and then came home ordered it at a great sale price!!  color is as shown...beautiful lace trim at the bottom.....back longer than front as described and pockets!!  i am 5'2"" and length on a large comes to just below the knees..in front....i may wear leggings under it...dont like the slip as it is far too tight...will wear a tee or turtle under it..  quality heavier fabric. roomy... linen and cotton."
2,"I love this jump suit.. sorta. looks great on but the dye rubs off on your skin. i washed it and its still happening. when you put your hand in your pockets, they come out blue, knees are blue, thighs, etc. i looked dirty by the end of the day. wish i could return it. fit and look great... not great after wear."
5,"This is my kind of clothing item. i love linen, stripes, pockets and a loose look in an over piece. it has the lining to give a good hang to the coat. linen may not be for all but i do like the look of the fabric. i feel this is true to size giving you the loose look and not a slim fit. the sleeve length is just perfect for this look and finishes the overall style. it does not have any neck closure which may bother some. i have never purchased from this maker so took a chance in quality but am p"
4,"I'm tall with long legs, long arms, and a small chest, and the medium fits me almost perfectly. i love the long sleeves (sleeve length is always a challenge for me) and how the coat accommodates my broad shoulders. my only problem is that the belt wraps around my lower ribs and looks odd. if i can get the belt loops lowered 1.5-2 inches, it will be perfect. if i can't, i'll return it because the coat looks much better with the belt tied if it's buttoned up. one small point: the coat arrived incr"
2,I was sooo excited to buy this top and it was such a bummer. this top hangs so poorly and is so droopy under the arms. it's clearly poorly made and the sizing was way off on me. i ordered my usual medium and it was so large and wide that i had to return it. it weirdly fit perfectly in the shoulders and arm length as mediums do for me but was so wide and unflattering for my figure (5'8 and athletic). i really wanted to like this top and considered ordering a small to see if it would fit better bu
5,"Love this shirt so much i bought it in 2 different colors. the reviews said it was so boxy and plain, but i disagree. looks great with jeans or a skirt without looking looking too casual. love that they are not too long also. so many tees are soon long and these are not thank goodness.
definitely runs big"
5,"I hesitated to order this for a long time but am glad i did. i was concerned that it would have trouble staying on the shoulders, and would be unflattering to my large chest (34f). however, it is surprisingly comfortable and secure (has some kind of rubbery grips on the shoulders that keep it in place). very well-designed, and actually supportive to the chest. it offers the sun-protection i am looking for (i am also very pale and tired of getting odd burns on my stomach and chest), and as i head"
5,
1,"Wow this is huge! i'm all for the tent-look with the right style, but this was absurd. i could have fit two of me into the width, and with the peplum style, extra width doesn't flatter anyone. the fabric is also so thin that it doesn't hang nicely, it kind of floats around the body. if you want a wide top, then this is perfect, but if you wanted something that hangs nicely, look elsewhere. i purchased a petite s, my typical size."
5,"This top is beautiful on. i did not find it to be sheer in either the black or the ivory, of which i tried both on. i purchased the black as it was more stunning. i am a medium and it fit absolutely perfect. it has a nice pleat in the front, in case you have a teeny bit of tummy. i found it to be very flattering and will wear it as a date top. it will look awesome with skinny jeans or ponte ankle leggings. the body fabric is a lighter cotton. i am 5'4"" and it hits at hip length. it does not have"
5,"This skirt is a rare find. slimming, flowing, and best of all, it finally sits on my waist and not on my hips, while hugging the hips in all the right places for the streamlined and sexy look. the fabric is substantial, yet soft, so no weird sticking out sides. the color is delicious very pale-tea-rose, better in person that the picture here, and is fresh for summer. nice length for office. easy to pair with either fitting or loose top/s and jackets. i also got a distressed denim pilcro west to"
5,
5,"Walked into the retailer store in new york, while on vacation, and saw this on display. had to try it on immediately and loved the look. received several compliments from customers in the store. it's beautifully made, soft on the inside and makes a great statement piece that i will enjoy for years to come!! you will need to size down cause it runs large. i love it............"
3,"I was looking forward to trying this on after seeing it in the catalog. i wear an xs or small in retailer tops and tried this on in an xs. it was huge. reminded me of a maternity top. it was much more flowy on me than it looks on the model. the material was nice, thin but not see through. the macrame detailing seemed well made. i'd recommend this if you're looking for a flowy top but definitely size down."
5,"This coat is truly gorgeous in person. it's an investment coat, one that i will probably wear for years to come because the style is timeless and the color is lovely. i found it to be very high quality. in fact, i would love to see more coats of this caliber from retailer. the other reviews had me hesitant to splurge on it, but i don't plan on wearing it buttoned very often so that will be a non-issue for me. the lining is one of the best parts of the coat! show it off! i think the problem"
5,"This is a gorgeous, well-fitting top! i was hesitant to even try it on because i was sure it would require a strapless bra, which i avoid. nope. worked perfect with my nude bra. i am 32d so need a real bra, but wore an unlined, underwire bra with no show through. great with denim shorts or more polished with dressy pants or dark jeans."
4,"This is a beautiful knit dress, however it runs large, so be wary. for reference i am a 34d, 28 inch waist, and 41 inch hips. i ordered a medium because dresses usually run tight around my bum, and it was very, very big. i'm hoping the small is much more flattering because the quality of the knit is very nice."
4,This top is perfect under a blazer or sweater! the peplum is pretty and the scallops as texture to the tank. love!
4,"I ordered this shirt to wear with a pair of pants that i had to return - which is one reason the top went back as well. it really is cute and i like the exaggerated key hole in the back. i certainly could have found other things to pair with this top, but it came down to the price. i just didn't think it said $118. hopefully its still around when it goes on sale. its very cute. fits true to size."
5,"This is just a fantastic dress! i bought it in my usual m in the blue and it fits like a glove. i love the varying lengths and the adorable sleeves and the substantial knit which feels amazing on the body without revealing any bumps and lumps :) i took the regular length and found it perfect. the front hits about two inches above my knee and the rest hits a bit lower. i'm only 5""1, but i prefer dresses that hit closer to my knee than mini so the regular was perfect for me
definitely a keeper!"
5,"I bought this skirt for an end of summer ""caribbean"" party. the floral detail is even more fun in person. it looks great with a red top or black tank."
5,"The dress is just perfect. it's fits true to size and the colors are as pictured. also, a bonus, it travels well - despite having so many pleats it folds nicely and can be worn right out of the bag. very happy i got it while on sale."
5,"I found this in store last weekend and thought it was it perfect. i got the size small which had plenty of space for me, usually a 4-6 or small (34a-28-26).
it's long, i found it to be just below knee length (5'6"").
if you zoom in, you can see some detail work along the front edges which complements the pretty openwork in back.
it has pockets too btw :)
this will be worn over everything this summer, let's hope the poly/rayon/spandex blend washes ok!"
5,"I really like this shirt, and have gotten plenty of compliments the first time i've worn it."
3,"If you can get over the fact that this skirt feels (and looks awfully similar to) the exact same fabric your drugstore halloween costumes had when you were a little kid... then, it's surprisingly fun to wear."
5,My sister gave me this top for christmas and it's perfect. i find myself grabbing for it constantly. i'm usually an xsp and the xxs fits me perfectly. i wear it with leggings and jeans.
5,"Such a cute skirt! the fabric is comfortable and light, and the the tie in the front helps conceal some of those ""tummy issues"" a lot of people want to hide. :)"
5,"I love this tunic! perfect for the beach or by the pool! gorgeous design and even better in person! light weight, i am usually a small/medium and originally bought the small but ended up returning for the medium so i had a little more room up top for wearing over my swimsuit."
5,"Just got both today, skirt and top, and i love how soft the material is. and btw, i learned a valuable lesson from past moth sweater purchases, dry clean; even though the ""how to care for"" tag states hand-washing, d.r.y. clean. the last moth sweater i washed was not in the same shape it was when i first purchased, but i never made that mistake again ;) and it was one of my faves!

i bought this particular top in the large as i wanted the ""boyfriend"" oversized look, and i love the way it drapes o"
5,This dress is very well made. the fabric is thick enough for winter weather and is great for work or a nice party. i do not think the arm openings are too large at all.
2,"I was hesitant to buy this because it is double breasted which isn't my first choice. that was the least of the problems with this jacket. i love sparkle, and i love beautiful detail, none of the elements by themselves was a problem. the sum of the parts didn't work, though. the end result was an unflattering, confusing mess. the silhouette plus the frayed edges, plus the sequins plus the vent in back plus the huge buttons plus the double breast, plus the zipper were just too many things to go t"
5,
4,"I was really excited that they decided to make these. i am a big fan of the tanks and wanted a long sleeve (or even short sleeve - hint!) version of them to wear under suits to work in the winter etc. these do the job nicely - bought ivory and black. other reviewer is right however, something strange in the shoulders as they are quite narrow and the fabric tends to bunch a bit and the arm length is a little strange. i am 5'8 and 150 lbs and order a medium in most retailer stuff and i tend to buy a"
4,"I loved this top when i tried it on. i'm usually a small or medium and ordered the medium based on these reviews. the only problem with this for me was that you can see through it in the back. it showed every lump and bump around my bra. reluctantly, i am going to return it. if you don't have any lumps and bumps i think this is a great top. i wish it had worked for me. i debated about trying it on with a camisole to see if that would help, but don't really want to have to wear a camisole in the"
5,"I have been dreaming of the perfect overall that i can live in this spring/summer. these overalls completely fit the bill. i would normally wear a size 24, but i wanted the fit to be more relaxed with a slight slouchy look. i went with a a size 25 and they are exactly what i wanted. i feel like i can move around feely in these. they are extremely comfortable and the denim is pretty lightweight. i highly recommend these!"
5,"These pajama pants are dreamy in all ways! incredibly soft, with a soft and not binding elastic waist. plus, the print is evocative.

i am 5'8"" and a size 2/4. i bought these in the store. the only size left was one pair of xs. sure enough they fit.

the length is perfect. 

i just ordered a pair for my sister."
5,"This sweater is so much cuter than the online picture makes it look! i think the model is wearing it too large. anyway, this runs kind of big, so size down. it's kind of short in the front, but it hits at a nice, flattering spot. love it."
5,This top is great for layering or by itself over skinny jeans or leggings! i'm 5'5 and this is the perfect length! ??????
5,"I am 5'9"" 155#. i bought the charcoal gray in a large and i love it. fabric is super soft. hangs beautifully. no weird spreading across the chest like the previous reviewer. i have long arms and the sleeves are long and hit me mid palm just like the model in the photo. i have worn the sleeves rolled up and down and it works. recommend this for a casual comfy top with interesting design."
5,"Bought both colors - nice quality top, but they do run large. for reference, i'm 5'4"", 115lbs and xs is still kind of big on me. wish they have xxs."
4,"I received this today and totally bummed it's not cold enough where i live to where this yet. this style of sweater is what initially hooked me into retailer. it looks like one you'd have up in your closet for years. good quality, feels nice, and i love the detail on the sleeve. kind of wish they'd put a little detail on the back, maybe a peek a boo detail of a small flower or another ladybug but overall i'm very pleased."
5,Loved this jacket so much i bought both colors! this jacket is simple yet adds so much to an outfit. the lightweight material makes it perfect for the florida seasons. as for the snaps mine work perfectly i usually just keep them undone for my hands. the sizing i think runs a bit large. i usually am a medium but ordered smalls and they fit perfectly even with the perfect amount of breathing room. highly recommend
4,"To be honest, i bought this dress as a ride-along so i would meet a free shipping minimum in order to purchase the dress i really wanted. i wound up keeping this dress and returning the one i originally wanted. it's pretty, flowy, feminine. i even like the uneven-ish hemline, which normally doesn't appeal to me. it runs a bit large--you might want to size down. i got it in the black and tan...even though it's got short sleeves and is sort of summery, it will make a good transition piece to fall"
4,"This skirt didn't fit me right--i'm 5'6"" and the hem hit too low, making for a frumpy rather than classic look. the fabric and color are lovely, however, and on a taller person this could be beautiful. the draping is beautiful and slimming."
4,"This is a cute top but the sleeves are super long.  they swallowed up my entire hand when i put my arms down to the side.  i also found it to run slightly large.  i ordered my usual medium and i had too much room under the armpits.  the sleeves weren't as fitted as the model shot either, which i would of preferred.  i probably could of shortened the sleeves, but didn't think this style top fit me so i sent it back.  this does not require a cami underneath."
4,Loved this blouse but tried on size 8 (my size). waaaaaay too big. tried a 6 - still big - but the 4 was perfect. the only problem was that it did get a bit shorter in length but also ended up a little more fitted which i really liked.
5,"I typically wear a 26 or 27 in jeans, had to size up to a 28 in these. the legs felt fine in the size 27, but the waistband was a bit tight, so i went with the 28s. i am 5'2"" 115lbs. i'll also be hemming or possibly just cutting these off, they are about 4 inches longer on me compared to the model pictured."
3,"I ordered this shirt in the purple stripe and was happy when it arrived and i really liked the color and style.   however, like the other reviewer, when i tried it on, the little circles on the front line up perfectly with your bra straps.  i even tried a different style bra and had the same result.  sadly i returned it yesterday."
1,Large and the material is too bulky. i returned it.
4,I love these jeans and want to keep them but they are so long! im 5'7 and they wrap all the way under my feet so i cant even have them altered because it would cut the flare out. its kind of crazy how long they are.
4,"I am wearing a medium in the photos, my measurements are 38-30-40 for reference."
5,"Easy, fun and flattering. fits tts. i normally wear a m/l or 10/12. i ordered a large and it fits well. the tie at the back lets you wear it as tight or loose as you want it. the length is good for my 5'9 frame."
4,"I tried on the xs in store (would need xxs i think, it is short enough to not need petite). anyway, the neck part was really bunching up on me (between neck and girls), it wasn't flattering. the rest of the tank is really pretty and flattering though, but the bunching was enough for me to leave it behind. the fabric is soft, and the color is nice warm neutral. i love the lace back with the subtle layer of satiny looking fabric. overall goo, perhaps i don't have the right shoulder shape fr this."
4,A sweet tunic with the distinctive lace hemline. the length is great - just right to wear with skinny jeans or over leggings. not too long but long enough for comfort over leggings! more of a boxy fit (just as expected). wore it with my skinny jeans and short boots and got many compliments.
4,
3,It is a very pretty skirt but arrived extremely wrinkled and the waist is very fitted. overall i probably would not have purchased it if i had actually seen it in the store.
3,"This dress has great potential. i happen to have a longer torso so the fit was off. as a previous review stated, it's short waisted and a lot a skirt which i agree, the hem is also funky. i am still deciding if i want to keep it, but if i do, i plan on altering the skirt to be narrower and hemming it a bit shorter too. for reference, i'm 5'3"" and weigh 110 and i purchased a size 0."
4,"I'm torn on how to review this dress. 

i bought it in a lovely slate grey (which doesn't appear to be available now). it drapes cleanly and is extremely comfortable. it has also proven extremely versatile through weight and body changes. i bought a small and am 5'9"", and am typically ~130 lbs with a very long waist. i wore it through early pregnancy and now love it because i can nurse my newborn comfortably and it still nicely fits my ~150 lb frame. 

the problem is that my husband hates th"
3,"Well, this top just did not do anything for me - it's a very conservative style with the high neckline and blousy fit. you'd need to go a little lower in size if you want any of your figure to show through. i guess it might be good for a church function or some other conservative event, but it was too buttoned-up for my style. i also had a hard time getting it off even though the size i tried on was large for me. i didn't care for the feel of the fabric either, although the lace is nice."
5,I saw this dress on someone and knew immediately i had to have it.  it is stunning in person.
