reviews,ratings
"5 stars for the phone.Masterpiece from every angle.My priority was compact phone with excellent built quality,  good looks, with good display & huge performance with better camera.Considering my priorities one compromise on battery is justified.Battery performance is average not poor according to my usage lasts for the entire day.2 stars for Flipkart. 1.for fast delivery.1. for excellent price i purchased it for Rs.24,249 during Big billion days with sbi  card offerDisappointing f...READ MORE",5
good phone loved itREAD MORE,5
Magnificent phone with compact and comfortable with hand ..Pros..Cameras 👌Performance 🥳Design and build😍Cons..Charging time is not good(takes approx 2.30 hrs) which is bad😐Battery🔋backup which could be good but its average.😑If you are thinking of buying yourself an iPhone within budget.. its a   must buy 🤩👌READ MORE,4
Awesome phoneREAD MORE,5
I ‘ll upgrade to old Se to new iPhone se2020 really amazing worth for money...READ MORE,5
Cons 1) phone is only for moderate user as battery is small (1821mAH )2) not for people who want bezzeless and massive display Charger is bit slow but putting it on airplane mode would work Pros 1) value for money phone like I have got it for 25k and price dropped even more with exchange 2) A13 bionic chip is awesome and camera is also perfect which can give competition to phone in its segment 3) touch id really helps 4) iOS and it's user interface has always been best Red color is bestREAD MORE,4
After using for almost a year. It's clear that it has straight battery issues. Performance is remarkable but when it comes to battery it feels like you need to carry power bank everywhere because you can't spend your whole day on a single charge.READ MORE,4
If you are looking for your first iPhone then go for it. Its a value for money product. Performance like iPhone 11 because it have A13 bionic chip which is same as iphone 11.READ MORE,5
"The iPhone SE 2020 is one of the best values in phones, especially if you like the idea of owning a smaller handset.READ MORE",5
Only 1 word : AwesomeREAD MORE,5
"At this price it is the best iPhone for an Apple lover.Device is handy, powerful in performance and value for money. In today’s time of large screen phablets iPhone SE is the best device type you can go for. Only go for it if you do not large screen phone. Camera is not bad, descent 12MP ShooterTouchId on the iPhone is the bestScreen and brightness is appropriate Front shooter is niceOnly thing that I dislike is batteryYou would love the Processing of A13 bionic chipREAD MORE",5
nice phoneREAD MORE,4
Awesome mobile at this priceREAD MORE,5
Best phone for whome those like small phoneREAD MORE,5
"I was looking for a compact and slim phone with a finger print sensor on the front. The design is dated, but the pros that I was looking for was all there. I love this form factor. What impressed me was the ease with which it multi tasks. I am a first time apple user and this kinda was a wake up call for me. The ui is good, the device is really fast and more importantly my office apps works like a charm (I struggled a bit with android before with the certificates). I feel it is worth the buy.READ MORE",5
"Awesome camera quality but bit disappointed with its design, upper & lower space covered area without any reason and battery is very poor.READ MORE",4
"Brilliant performance everything is best if you compatible with small screen but battery is average , premium looks sound quality awesome handy phone camera quality ❤️❤️❤️Thanks flipkart.READ MORE",5
One of the BestREAD MORE,5
Don't hesitate to get your hands on...👍🏻✌🏻READ MORE,5
Nice phone battery pack up not goodREAD MORE,5
Original product Great priceREAD MORE,5
"Battery is the only issue, rest everything is fine.Value for money.READ MORE",5
OkREAD MORE,5
"Battery Back is a main and very important problem if you think about today’s market perspective as and wholly apple user i state that, go for better version with i phone or buy other brand in same or +5 k range.Other than this a very good product by appleREAD MORE",4
"Except the battery backup , everything is just superb say the camera or performance .READ MORE",5
Great purchase Apple 🍎 is always the best👍👍👍READ MORE,5
Amazing product with this price. Who loves quality definitely choose this on this cost.READ MORE,5
Honestly best package from apple. Super handy. I don't like big phones. This phone is perfect for me and would definately recommend to everybody. If you compare antutu and geekbench scores with of iphone 11; this easily beats the iphone 11.READ MORE,5
"Only battery backup is low . Although I like this compact size , slim mobile very very muchREAD MORE",5
FantasticREAD MORE,5
Really amazing. Got the phone just as picture without any damage or else. And also got it before time.READ MORE,5
"Best iphone at this price , you get all most everythingREAD MORE",4
Love this productREAD MORE,4
Worth for moneyREAD MORE,5
Camera could be betterREAD MORE,4
"Alright, lets first address the elephant in the room, the battery life. Yes it sucks. Barely lasts me a workday. Oh and another thing, Truecaller doesn't work well with iOS due to all that security.Everything else is great. The OIS in video is just amazing. I was looking for a small smartphone that can be operated by one hand. That felt like a phone and not like carrying a piece of brick in your pocket. I don't mind the bezels, physical fingerprint reader is so much better than on screen ...READ MORE",5
"While purchase they have shown accessories along with i phone, but later they have made changes in Flipkart display n offers, #feel cheated.READ MORE",3
"Battery is average of this device,Otherwise this device is awesomeREAD MORE",5
Good performance but bad battery life.READ MORE,4
Value for moneyREAD MORE,5
Very good feelingREAD MORE,5
iPhone 11 like experienceREAD MORE,5
Very good mobile.. although battery is not that good.. still a very good and value for money productREAD MORE,4
Superb phone in this price rangeREAD MORE,5
During charging charger and phone become very hot and burning smell come from charger how can i replace my phone or return button not sowing pleas helpREAD MORE,3
"•	GOOD EXPERIENCE WITH APPLE.•	DISAPPOINTED —-YOU CAN’T BE MOVE YOUR DATA ANDROID TO IPHONE , MOVE TO IOS APP NOT WORKING IN   YOU CAN’T BE CHARGE YOUR PHONE TO POWER BANK THROUGH TYPE C •	BATTERY CAPACITY IS LITTLE POOR. BECAUSE OF POOR BATTERY NOW I AM ONLY USING MOBILE FOR 4 HOURS A DAY. •	THIS PHONE CAN PLAY ANY GAME IN THE STORE. THE ONLY PROBLEM IS YOU CAN’T PLAY FOR LONG WITHOUT DRAINING YOUR BATTERY•	.•	THE IPHONE SE 2020 'DECENT BUT NOT BEST.•	PERFORMANCE: A GOOD CAMERA,   •	...READ MORE",3
"After 2 days of usage!!It’s a beast!! May it be performance or camera or sound quality, it’s a total beast at its price. 🔥It degrades every mid tier mobile.Battery maybe a drawback for some, but according it’s an excellent daily drive mobile. Normal usage would give a nice battery life.Power bank is proffered to be kept in hand for some. Camera is exceptional👌🏽I don’t find any cons at all, to be honest.The display size is small, yeah. But it’s so cute and handy to use. And it’s les...READ MORE",5
GudREAD MORE,5
I have used iPhones before but not more than one week.this one is special and have completed an year with itREAD MORE,5
All is well but display & body dimensions same to same iphone 7 . No any difference between SE and iphone 7 . Only sum space is changed .READ MORE,4
It's pretty good but battery decrease too fast nd a good productREAD MORE,5
GoodREAD MORE,5
One star goes not because of the product but because of the rude Flipkart Delivery guy. I normally don't buy phone which are priced above Rs. 10k. But on BBD I got this for 23k. My calculations were simple 1. A phone that fits in my pocket easily.2. As I normally use phones for 5 years atleast. Around  5 years of software & security updates.3. Smooth Performance for daily tasks for longer term. 4. Scanning documents  and recording quick short videos with ease. And5. Smooth integration ...READ MORE,4
NiceREAD MORE,5
"Buy this device only on the basis of your requirements, since I don't use much of my smartphone it's great for me.. Gets all my job done very rapidly and camera and wireless charging makes it even more convenient for me.Warning: Gamers stay away from this device since its battery life is very poor.READ MORE",4
Good productREAD MORE,4
Best oneREAD MORE,5
Very good product .......READ MORE,5
As good as all the iphones before it but for the fact there is no slot for earphone/av .2. After using for 2 months faced the following issues which I have never faced with the iphone 4s - 1) bluetooth connectivity leaves much to be desired & 2) does not detect wifi  promptly once again totally unlike the older iphones. Overall a dissatisfactory experience.READ MORE,2
Best iPhoneREAD MORE,5
Best budget smart phones for those who wants high performance in small budget. Best upgrade for those who are using iPhone 6.READ MORE,5
Best phone of appleREAD MORE,5
Apple only buy for a brand and security..not for speciations..compared to other brands specifications are very less in this worthREAD MORE,4
GreatREAD MORE,5
Butter then other phoneREAD MORE,2
Battary health decreased so quickly it become 98% in just 20 daysREAD MORE,2
Super se v UpprrrrrREAD MORE,5
Since the phone size is small and handy which is what I wanted has come with the price of smaller battery which stays only for 12-14 hrs with average usage.READ MORE,5
Except battery every thing is good.READ MORE,5
Very goodREAD MORE,5
"Camera Quality Super👌👌,Battery AverageREAD MORE",4
"My first i-phone, total value for money phone. Awesome camera, performance is top notch.  I love it 🔥❤👌READ MORE",5
Amazing..............Delivery in 3 Days after order I am fan of Flipkart delivery..........Thankyou so much......READ MORE,5
Flexin' on the new Iphone SE 2020💛READ MORE,5
Everything is good as expected except the battery.READ MORE,4
I phone 📱 se 2020 is my life first I phone I am fully satisfied with this iPhone but Battery 🔋 capacity is little poorREAD MORE,5
Gud jobREAD MORE,5
Product as described. only drawback is no charging cable or adaptor which we have buy separately..READ MORE,5
GoodREAD MORE,4
SuperREAD MORE,5
Best upgrade from androidREAD MORE,5
Bought it for 20K with exchange during BBD sales. Best performing device in that price range. Design is old and could be a deal breaker for many but this design has its perks too. Extremely comfortable to hold and type. One hand usage is a pleasure and it sits in your pocket like you're not even carrying any phone with you. Stereo speakers sound great but media consuming experience is bad due to the tiny screen and big bezels. We have a single camera at the back and it's very reliable to ...READ MORE,4
Upgraded from iPhone 6 to iPhone SE. Worth it.READ MORE,5
it's perfectREAD MORE,5
Battery performance very badREAD MORE,1
I like appleREAD MORE,5
A bit big on form factor size while upgrading fromSE 1 which is last true to iPhone design . Is bit difficult to handle with one hand but Overall a good.READ MORE,5
Fabulous performance with improved battery than previous model which i bought in 2017.....worth buying ....single camera is enough with improved quality ....and better than its rival one plus .......if you want a smaller size phone with great performance than go for itREAD MORE,5
Must buyREAD MORE,5
"It's a nice product...Apple always satisfies their customers.But the box doesn't contain headset & charger,I didn't expect this from such a big company...it's very difficult to purchase it's accessories separately...READ MORE",4
"Amazing phone with very good performance. Currently the best compact phone available in the market. Worst part about the phone is its battery. No matter if you are a heavy user or no, this phone needs to be charged atleast twice in a day. Even if you dont use the phone for a full day it needs to be charged twice. The 5W charger that they provide in the box is slower than a turtle. It takes flat 2 hrs to fully charge.READ MORE",4
"Breathtaking. Smooth Performance. Amazing Camera and video performance. Dual Sim. Smooth Networks. Ideal for first time Android users, who are doing the switch. Battery Backup is decent. Will last for a day, for a moderate user. Buy it for the A13 Bionic. You won't regret.READ MORE",5
apple phones are the most overrated thing you can get.READ MORE,3
Battery charging is very poor.READ MORE,3
Except battery every thing is good.READ MORE,5
"Awesome phn , and flipkart delivery services are just awesome .READ MORE",5
Best qualityREAD MORE,5
Great phone with new chipset. On time deliveryREAD MORE,5
Great value for moneySuperb camera outputBest for Apple entry level.READ MORE,5
Battery is very poor for at this priceREAD MORE,3
Excellent productREAD MORE,5
"great deal 25999 great camera ,performanceREAD MORE",5
Have purchased iPhone SE a month back where I had replaced with previous iPhone 5S. SE is value for money. Battery life is far better compared to others. One thing I noticed is both Earphone and charger port is same. With this we cannot insert Earphones when the phone is charging. Other than that everything is perfect. SEREAD MORE,4
"As i said a great budget iphone, so i bought 2... Big billion days😘READ MORE",5
Amazing productREAD MORE,5
Mobile and everything is good. Display size is small better to increase edge type. Also battery performance is low. Camera quality is good. I’ll give 3.5 RatingREAD MORE,4
My 1st iphone and i love it a lotREAD MORE,5
The phone is superb bug seller didn’t provide a power adapter a d ear buds ... can go with iphone 2020  iphone 12 ...READ MORE,4
Good Single Handle.. Phone 👌👌👌READ MORE,5
"After using for a week, this phone is working really upto expectation. Bought in 33K for 128gb variant along with charger and earpods. If you want a powerful chip along with large storage space and also a touch of apple, then this is the phone. PS: Black looks amazing and classy when comes to IphoneREAD MORE",5
This phone is meant for niche market. Not for people who like screen size more than 5.5 or 6 inch. Was waiting for a product like this since long and now will experience this with the latest A13 bionic chip. Great buy for people who require smaller handy phones. Not for gaming purpose of course. You can buy a play station instead 😉. RegardsREAD MORE,4
Good productREAD MORE,5
Every thing is superb except the batteryREAD MORE,4
Its for only who loves small screen and with a performance beast.. i love it and its awesome..RATINGS CAMERA - 5/5Performance - 5/5Battery - 5/3.5Design -5/4I love small display phones .. i love it its like...MINI MONSTER IN MY POCKET ...READ MORE,5
"Just bought this phone a week ago. Already loving the performance,camera.Also my usage is not much (no games)and the battery easily lasts for about 10 to 11 hoursAnyone who loves compact phone you should go for this phoneREAD MORE",5
GoodREAD MORE,4
Very nice phoneREAD MORE,5
Value for money product. A fantastic buy.READ MORE,5
"A very great phone for the price. I got it for 24,000 in the sale. The delivery was on time, the box was not at all damaged. A genuine product from apple and flipkart. Only issue is the battery backup but pther than that, the phone is a complete beast!Camera quality is superb with a tough design.Must buy!READ MORE",4
Just Awesome !!!!!READ MORE,5
NiceREAD MORE,5
Very Best For Normal using People. One of The Beast Mobile In this AmountREAD MORE,5
NICE PRODUCT.. OPERATING SYSTEM IS FAST & HANDY PHONE.READ MORE,4
Amazing product from apple and got at a special price during the Republic day sale on Flipkart Pros:Fast processorSuperb CameraPremium fit and FinishHassle free interfaceBloatware free (its IOS)Cons:None except for short battery life but still people will like it and better than any other phones in this price rangeREAD MORE,5
Amazing camera 😘😘READ MORE,5
"If you want a compact, stylish , vedio graphy phone go for it Battery is decentREAD MORE",4
"Compact, fast , state of art, equipped with the latest (or almost the latest by Apple) , it is a great buy. At its price, will compare very well with 12 mini.READ MORE",5
A perfect phone for some one who needs a pocketable phone with solid chip set and wonderful crisp display.. Apple ohones are different class..my son is enjoying it. But don't forget to buy a nice case for it..as the phone is small and smooth to easily slip out..I bought a nice case at a good discount..czartech transparent back cover at 439/-READ MORE,5
I can't express in words .means that mind-blowing amazing I love it💕💕READ MORE,5
Very niceREAD MORE,5
"Ordered iphone SE 2020 from Flipkart and no regrets till now.This is my second iPhone purchase from Flipkart and they delivered it well within time.Phone is genuine, nicely packed (hats off to Apple Packaging Team too)Very nice upgrade from IPhone 6 - 16 GB.Used it for more than a week now; seems flawless.The Red Product is a special one to own as Apple donates from the sales of Red Products.The glass back looks very nice, however needs lot of care to prevent scratches.Cons: Battery l...READ MORE",5
Display is good and speed of performance is awesomeREAD MORE,5
"For a Advanced Old School freek.1. Battery backup is quite good as most of working type guy like me frequently use call, whatsapp, email on a daily basis in such case it will last for 11 hrs .2. Handy for me it's smart & fast but not a phablet like device for me Its 4'7 inch display is called phone .3. No need for Fast charger as it get full charged with in 2.30 hrs just put it after wake up & take it once you are ready .Rest things are mentioned by others for me I just want a smart spee...READ MORE",5
Superb just buy it.READ MORE,5
Good mobile. Good battery backup.READ MORE,5
Device get issue on next dayREAD MORE,1
Superb and fantastic....worth for moneyREAD MORE,4
Battery backup is worst. Won't recommend it.. even for a moderate users. Better go for any other iPhone or Android phones.READ MORE,1
Awesome buy at price tag not for the gamers but for the iPhone loversREAD MORE,5
Excellent Phone.READ MORE,5
Screen scratchedREAD MORE,1
A great budget iphoneREAD MORE,5
GoodREAD MORE,5
BESTREAD MORE,5
Ok ok okayyyyyyyyyREAD MORE,3
"There are certain things reviews will tell you. And there are others they won’t. Here are some findings after a week of usage.1. Battery: The battery performance has been criticised heavily. People often compare the phone to latest models in the price range, but the feature that is forgotten is this: SIZE! Can you show another device with a similar size and weight that has a better battery capacity? The iPhone SE has a compact design that’s fit for one hand use. It is also thin and light and...READ MORE",5
"In one word its Superb, Ignore negetive comments regarding Battery life,Its stays easyly a day for Ofiicial work Purpose.Build quality,Camera,Speaker Out put(Earpiece and Phone speaker)is top notch and apple airpod is just cherry on top..i have switched from 6 inch display to this phone not at all any issue.super smooth ios a big thumps up! overall its a fantastic gadget.READ MORE",5
Good MobileREAD MORE,5
Nice very goodREAD MORE,5
Awesome product .. !! Flipkart never disappoints !! love you flipkartREAD MORE,5
Need for more advanced battery backup in worthe of money.READ MORE,4
Got it for 26k during sales and for the price its pretty much the best iphone you can get right now.Display looks a bit outdated with the large forehead and chin.Battery life also takes a hit due to the powerful processor and lower capacity battery.Finish and quality is excellent as you would expect from an apple product.Pros :Powerful bionic chipBuild qualityCompact sizeCamera qualityCons :Outdated display with large chin and foreheadAverage or below average battery back upOutda...READ MORE,4
Quality phoneREAD MORE,5
I got mobile just 7hours back device is overheatingREAD MORE,2
Good product  💕READ MORE,5
Switched from android to ios..first iphone..runs smooth and fast...thanks to the a13 bionic chip..great for those who prefer small screen phonesREAD MORE,5
"Performance wise and as per price, the phone is very good, but as per battery backup, its very bad, Apple have to work on the battery backup issue withe their phones.READ MORE",4
Battery backup is too lowREAD MORE,5
"Value for money iphone ...if you are not interested camera system of iphone 11, this is the best phone your money can buy. Go ahead and buy it without any hesitation. Battery life is average which last for a day if you are heavy internet user and for a day and half of you use it for phone calls and minimum internet use. It feels really good in hand and fits perfectly in small hands too. Can’t comment about durability of screen as far as scratches are concerned but so far so good.READ MORE",5
"Apple is apple no doubt at all. Small beast and most budget iPhone on latest chipset. Switched from android to iPhone. Initially felt really disappointed but after one month usage, I have become used to it and loved its small size and performance. Battery is small but no issue as I use wireless charging with mi power bank.READ MORE",5
Good iPhoneREAD MORE,5
The iPhone is  very good.. had a battery problem and display is bit small but will get use to it. over all its a very good phone and value for money as i got it at 26kREAD MORE,5
As always compact and handy :-)4.7 inch type should definitely go for thisGood Camera Quality. Pictures are sharp.It’s worth buying on this budget..4/5 my ratingREAD MORE,4
Very happyREAD MORE,5
AwesomeREAD MORE,5
Size is compatible and handy. Its not too large and not too small. Its a worth purchase within budget with all enhanced features.READ MORE,5
Need to buy charger and EarPods separatelyREAD MORE,3
Nyc phoneREAD MORE,5
I have used it for more than a month now. First of all its a great product for those who prefer hardware and compactness over design or the latest camera features. Definitely a great upgrade for previous SE users.(I am one) 1) performance - hands down the best chip u could get 2) battery - for previous see users this will be a grad one I actually get 7-8 hours of screen time with a little bit of gaming. So will definitely last a day for normal usage.     For those who might have used rece...READ MORE,5
As apple mobiles are excellent in use. this is also one of themREAD MORE,5
Everything premium but at this size and weight battery not so disappointedREAD MORE,5
Working awesome. I got this phone for 25 k during big billion days. Camera quality is awesome.Playing free fire from past few days. No hanging ..A little heat yet it got resolved after making some settings changes.READ MORE,5
"In Simple word, Can say WOW!!!What a Camera, In-build Quality & Performance.Every once says battery is a hitch, Obviously if any one perform well then their energy level drains.Iphone SE 2020 is a super performer, So definitely energy (battery) drains. You have to charge.Go for itREAD MORE",4
I got this for my father. He is using it for few months. Battery is a problem. Need to charge every day. Performance is super.READ MORE,3
Fantastic phone using it as my secondary iphone  It’s smooth and fast thank you Flipkart ❤️READ MORE,5
Battery performance is very poor... rest are perfectREAD MORE,4
ExcellentREAD MORE,5
Bettry is very poor backup only 4 hours continue use play video and etc bettry is drain fastREAD MORE,1
its very good phone. Only issue with battery rest of all fineREAD MORE,5
"Very nice product, satisfiedREAD MORE",5
Old DesignExtremely HandyExceptional Performance Average Battery Decent CameraPerfect for Small Phone LoversREAD MORE,4
GoodREAD MORE,5
great product except batteryALL WAYS REMEMBER DO NOT PHONEPE FLIPKART TAKES 24 HOURS TO PROCESS PAYMENTREAD MORE,4
"Its just awesome Unbeatable by performance, cameraBetter display than any phone in this rangeIt feels like iphone 12 miniREAD MORE",5
"Started facing problems with the finger print unlock, 9 days after I bought & started using the smartphone.READ MORE",1
"Thanks,,flipkart Your goods and your work are very good, especially wishing flipKart on our behalf.READ MORE",5
value for moneyREAD MORE,5
"Pros.+ Compact and lightweight, water-resistantIP., Bright and high-contrast screen., Outstanding performance from the A13 chip., Loud stereo speakers., Touch ID is back and we love it., Excellent daylight photos and good low-light ones., Very good video recording capabilities with proficient stabilization.+ Aggressive pricing, Latest processor and Apple's track-record of updating iOS, Premium metal & glass construction.Cons.- weak power adapter, non-expandable storage, poor screen-to...READ MORE",5
I got a defective product and no support from flipkart.I had to go to apple gallery they also did not give me new product I had to get the diplay and touch replaced on a new phone!!!!!!!READ MORE,1
Prompt and quick delivery as expected from FK.Keep up the good work. Product is genuine and secure. 👍READ MORE,4
goodREAD MORE,5
"It's not the phone that has an issue, it's flipkart. I ordered this phone on 31st of July and promised date was 4th August. But I got the phone on 6th August. Doesn't sound like much of a delay but it becomes a lot when u have a flight coming close and flipkart says your product will be delivered before 10th August. Like I could see clearly the phone is close to me (has reached my nearest hub). Now coming to the phone the display could've been better considering the price, but it's not a bumm...READ MORE",3
The little beastREAD MORE,5
This brand new addition of iphone SE just awesome it feels good when i look at back.READ MORE,5
Awesome!READ MORE,5
Low price and High quality productAm sooo lucky to have thisThank you Flipkart for the wonderful offerREAD MORE,5
I really really impressed with this set i definitely recommend you to buy this until you don't mind battery paformens i have to charge it for 2 timesREAD MORE,5
Not worth BuyingREAD MORE,2
Finally I got my iphone SE(White). Thank you Flipkart. I received 2 days before than the delivery date. Product is simply super as expected from Apple. I'll give review again after using this product few days.READ MORE,5
Small but powerfulREAD MORE,5
Good productREAD MORE,5
I love this phoneREAD MORE,5
Simple greatREAD MORE,4
Best ever iphoneREAD MORE,5
Best iphone to buy under budget!READ MORE,5
Very bad experience customer support team rudely misbehavingREAD MORE,1
The best “value for money” phone out there. The sides are painted which means you will need to put on a skin before u get a cover as friction leads to paint corrosion over time.READ MORE,5
Apple Performance in 4.7 inch Touch Id with Superb Flipcart & their offers👌🏻✨ Great Deal till 5G launch in India.READ MORE,5
As expected Nice but not betterREAD MORE,4
The phone has a manufacturing defect. The screen is not fitted properly and is uneven on the edges of the phoneREAD MORE,3
Excellent 👌READ MORE,5
Value for moneyREAD MORE,5
OsmREAD MORE,5
Nice fineREAD MORE,5
Cons: 1. Finger print response time is very slow compared with older version iPhones.. 2. Apps are hanging and restarting ..  3. left side loud speaker is very low compared to right side speaker.4. Reachable facility is not working properly as home button response is very bad  I never felt this kind of issues in older iPhones .. Pros:   1. Good display 2. Good camera 3. Good network coverageREAD MORE,3
ExcellentREAD MORE,5
"This lil device is a beast.. Seriously I like compact phones and its too much handy... Performance is awesome, Camera couldn’t be more better at this price, Display is best looking at the size of phone, And the last point is “Battery”, many people say its worst, but with average use its sufficient to make it through out the day, without any performance lagging..!Thanks Apple, because its first apple product and you guys haven’t disappointed this Android user. Thanks to flipkart also for on t...READ MORE",5
Here is my Review:Camera = Awesome Performance = Awesome Size = BestDisplay = Average Battery and Charger = Below averageREAD MORE,4
Excellent choice for those who need entry level apple device. No regrets.READ MORE,5
Incredible......!!!!The best phone to go for at an affordable price and far more interesting featired.READ MORE,5
very goodREAD MORE,5
V goodREAD MORE,5
I got this phone Rs.25999READ MORE,4
Over all good experience with Flipkart shoppingREAD MORE,5
"It’s my first iphone, it’s worth the phone.. oh god the photography is amazing.. compact and light. Easy to hold.. worth every penny..READ MORE",5
I like it Handy and niceREAD MORE,5
The battery drains faster than u can imagine Rest all features are goodREAD MORE,3
Good oneREAD MORE,5
"First this phone is strictly for people who don’t love the large displays and someone who wants a compact phoneBattery is average, if you use the phone for long durations, please get ready to charge multiple timesPerformance is top class, thanks to the processor.READ MORE",5
"This is best in price phone by Apple. It never lags. Fastest in its kind. Only issue is battery. But with this sleek design and all these features if I need to charge the device twice a day thats worth doing.With awesome camera quality and additional feature of qi wireless charging. It again rock.So, if u get the device at good price. Dont let it go.Great choice.READ MORE",5
Always iphone iphone never beat any oneREAD MORE,5
"Excellent Phone but battery life is extremely poor. If you use whatsappAttending calls average of 30 minutes in a day, Taking picturesCompletely on wifiUse apps like flipkart etcYou get 12 hours of charging.Apart from Charging. Camera and performance is very good.READ MORE",3
Awesome phoneREAD MORE,5
"The phone got delivered on Oct 18, 2020 well within time. I have been using the phone for 12 days now as I write. Since couple of days I am observing problem with touch not working while I get a call. The keypad goes unresponsive. All of a sudden started seeing the display gets very dull.  I have to use the volume buttons to increase the speaker volume. Didn't expect this from iPhone. Going to take it to store to get this checked next week. Lets see what they got to say on this.READ MORE",2
Apple!READ MORE,4
SuperbREAD MORE,5
Good MobileREAD MORE,5
GoodREAD MORE,4
Every thing was good except battery.READ MORE,5
Value for MoneyREAD MORE,5
Satisfied 😌READ MORE,5
Go for it..design may be old but performance match the latest editions..READ MORE,5
"Have been using the phone for a few months now. As such phone is fine and camera is good, however there is serious issue with iPhone se 2020 regarding connecting to wi-fi, which I was not aware of before purchasing. All devices in my home connect well to wi-fi but this phone rarely detects wi-fi signal and is always on 4g. I have now found on blogs that this issue is faced by many users and have complained to Apple as well. So far no solution from Apple. Writing this comment so that other use...READ MORE",3
One of the best i phone in this range.. awesome camera and style ...READ MORE,5
I have got this phone for my dad phone is good because its iPhone but a problem is only battery if you can manage battery backup then you can buy this battery backup is really not sufficient for heavy user..READ MORE,5
In terms of performance considering the price factor its a good buyREAD MORE,5
Worth of moneyREAD MORE,4
This mobile was AwesomeREAD MORE,5
It’s a nice sleek phone and it is definitely value for moneyREAD MORE,5
Bret phone to buyREAD MORE,5
I’m loving this phone❤️READ MORE,5
Awesome awesome ✌️😍READ MORE,5
it is  very good  I phoneREAD MORE,5
As Expressed Compact PhoneREAD MORE,5
Nice phoneREAD MORE,5
Very nice mobile one disadvantage battery is very weakREAD MORE,5
GoodREAD MORE,5
"Really value for money In every angle talking about display all over phone or A13 is out of 10.Only one thing demotivate us which is battery Otherwise not a single one mistake in this special edition.Thanks,@my_anjanREAD MORE",5
Good iPhoneREAD MORE,5
Great Product from Apple.READ MORE,5
Loved it ❤️READ MORE,5
Lucky to grab this on BBD.. Affordable price.READ MORE,5
"Totally worth the price if:- you are a iOS fan- like compact phone- want to switch from android to iPhone- you like clicking some good photos (camera is unbeatable)- you multitask (normal phones get stuck between apps, this will keep you going without a hiatus (lag)- you like to listen to music (have 2 speakers, one on the front, and another below; when I watch a movie with 4d-5d music, it feels like Dolby atmos)There a lot a technical advantages too which I dont want to get into (yo...READ MORE",4
Very nice and good mobileREAD MORE,5
Thanku flipkart the best phone in best prizeREAD MORE,5
NiceREAD MORE,5
satisfied product  I'm so happy 🔥😍READ MORE,5
the product is not working after using 5 months its physical buttons did not work and only screen worksREAD MORE,1
PerfectREAD MORE,5
"Compact mobile phone, easy to slip into pocket. Excellent display and unbeatable performance with latest chip. You can protect your data and intelligent iOS 14 software. Please be informed on small display size. Fonts , 12 MP camera and 3GB RAM. Photos and videos are so nice and crisp. You won’t find any performance issues due to low RAM. iPhone is entirely a different and unique experience.READ MORE",5
AWESOME PRODUCT & DELIVERY SERVICEREAD MORE,5
Overall awsum phone ... only battery backup is lessREAD MORE,5
Still now working good.READ MORE,5
The battary of the phone is really bad and the rest are very goodREAD MORE,4
Battery is very poor . It coudnt stay for full day even without using net also..If you need primary phone don't buy it.Second sim is digital sim.READ MORE,1
My First love iPhone and My First iPhone SE 2020 ....No words to explain about this product ... I love it!!!!READ MORE,5
Very fantastic.value for money worth itREAD MORE,5
"Got 128gb version for 29,749.I love small size phone and at that price if you can get this phone then this the best deviceREAD MORE",5
"Much premium than expected, everyone complains about battery but this is perfect for my regular usageREAD MORE",5
Not satisfied with battery backup but overall it's a great phone.READ MORE,4
BAD I BUY IT  FIRST I START AFTER ONE HOUR  IT SWITCH OF NOW IT NOT WORKING IT IS DEADREAD MORE,1
"The best phone after 5S. People who are into only basic features they must go for this phone. Value for money. Compact, handy and the best budget iPhone ever.READ MORE",5
Got costlier by 10K. Battery disappoints especially if you are outdoors in low network areas. Performance is good.READ MORE,3
"Awesome mobile. I am a normal user ( not game player). So battery backup is not an issue for me. Mobile performance is awesome. I moved first time to Iphone from oneplus 3T. I noticed one thing, battery performance of SE(1825mah) is better than 3T(3000 mah).  I feel very happy to use SE. Thanks to flipkart for huge discount offers.READ MORE",5
such a really nice phone but is this only undar 30k best its value is only 30k is ok more than not goodREAD MORE,5
Less spend lots to loveREAD MORE,5
Fantastic phone thx FlipkartREAD MORE,5
What A awesome Phone I love it and it is worth itREAD MORE,5
Amazing phone. Just love it. Experience of using Iphone is fabulous. Thank you Flipkart.READ MORE,5
"A very good phone in small budget, compared to other Iphone.READ MORE",5
Amaze 👌READ MORE,5
Great 100% genuine product ...Seller is good..READ MORE,5
Mobile is heating while using camera. Battery is decent without gamingCamera is too goodBetter to go xr modelREAD MORE,5
Thanks Flipkart for fastest deliveryREAD MORE,5
Very happy with the product and service.READ MORE,5
Simply awesome!READ MORE,5
Delievry - 5 star - phone got delivered in 8 hours. IPhone SE 2020 is a decent budget Apple phone when compared to other iPhones. It has the quality Apple premium feel. I see the value in the A13 chip being inside.READ MORE,5
AmazingREAD MORE,5
Nice iam very happy with the mobileREAD MORE,5
Very good productREAD MORE,5
Great product.READ MORE,5
"Small phone with good performance. Comfortable in hand and very fastIf you are a Big Phone lover ,then this phone is not for youAffordable iphoneREAD MORE",4
Best iPhoneREAD MORE,5
loving this model from apple. Wish Only battery backup could have been taken careREAD MORE,5
Purchased first time Apple iphone and its performance is beyond my expectations.READ MORE,5
This phone is complete one handed phone among the iPhone modelsREAD MORE,5
